Eu _ o livro para ela.|trouxe
Ela _ a comida para todos.|trouxe
Nós _ os presentes para vocês.|trouxemos
Eles _ a bagagem para casa.|trouxeram
Tu _ o lanche para o grupo.|trouxeste
Ele _ o jantar para o evento.|trouxe
Vocês _ os documentos para a reunião.|trouxeram
Eu _ os sapatos para o passeio.|trouxe
Elas _ as bebidas para a festa.|trouxeram
Nós _ as guloseimas para a festa.|trouxemos
Eu _ os brinquedos para a diversão.|trouxe
Ela _ a sobremesa para o almoço.|trouxe
Nós _ os petiscos para o piquenique.|trouxemos
Eles _ os salgadinhos para a festa.|trouxeram
Tu _ o doce para a sobremesa.|trouxeste
Ele _ os ingredientes para o bolo.|trouxe
Vocês _ os mantimentos para a viagem.|trouxeram
Eu _ a comida para o piquenique.|trouxe
Elas _ os aperitivos para a festa.|trouxeram
Nós _ as frutas para o lanche.|trouxemos
Eu _ os chocolates para a ocasião.|trouxe
Ela _ as flores para o evento.|trouxe
Nós _ os salgados para a festa.|trouxemos
Eles _ os utensílios para o churrasco.|trouxeram
Tu _ os petiscos para a festa.|trouxeste
Ele _ os salgadinhos para a festa.|trouxe
Vocês _ as bebidas para a comemoração.|trouxeram
Eu _ os enfeites para a festa.|trouxe
Elas _ os doces para a festa.|trouxeram
Nós _ as bebidas para a confraternização.|trouxemos
Eles _ os aperitivos para a festa.|trouxeram
Tu _ os petiscos para a reunião.|trouxeste
Ele _ os ingredientes para a receita.|trouxe
Vocês _ os acessórios para a festa.|trouxeram
Eu _ os aperitivos para a festa.|trouxe
Elas _ os doces para a comemoração.|trouxeram
Nós _ os salgados para a festa.|trouxemos
Eles _ os quitutes para o evento.|trouxeram
Tu _ os petiscos para a reunião.|trouxeste
Ele _ os salgadinhos para a festa.|trouxe
Vocês _ as bebidas para a festa.|trouxeram
